lgcode,pref,city,domain,spf,spf_policy,dmarc,dmarc_policy,mx,mx_spf,mx_spf_policy,mx_dmarc,mx_dmarc_policy
113859,埼玉県,上里町,town.kamisato.saitama.jp,True,relax,False,,mwpremgw2.ocn.ad.jp,False,,False,
114081,埼玉県,寄居町,town.yorii.saitama.jp,True,relax,False,,mail01.sc.pref.saitama.jp,False,,False,
114421,埼玉県,宮代町,town.miyashiro.lg.jp,False,,False,,,,,,
114642,埼玉県,杉戸町,town.sugito.lg.jp,False,,False,,mail01.sc.pref.saitama.jp,False,,False,
114651,埼玉県,松伏町,town.matsubushi.lg.jp,False,,False,,mail01.sc.pref.saitama.jp,False,,False,
121002,千葉県,千葉市,city.chiba.jp,True,relax,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
122025,千葉県,銚子市,city.choshi.chiba.jp,True,relax,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
122033,千葉県,市川市,city.ichikawa.lg.jp,True,relax,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
122041,千葉県,船橋市,city.funabashi.lg.jp,True,relax,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
122050,千葉県,館山市,city.tateyama.chiba.jp,True,relax,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
122068,千葉県,木更津市,city.kisarazu.lg.jp,True,relax,True,none,mx.securitycloud.pref.chiba.lg.jp,False,,False,
122076,千葉県,松戸市,city.matsudo.chiba.jp,True,relax,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
122084,千葉県,野田市,city.noda.chiba.jp,True,relax,False,,,,,,
122106,千葉県,茂原市,city.mobara.chiba.jp,True,relax,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
122114,千葉県,成田市,city.narita.chiba.jp,True,relax,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
122122,千葉県,佐倉市,city.sakura.lg.jp,True,strict,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
122131,千葉県,東金市,city.togane.chiba.jp,True,relax,False,,,,,,
122157,千葉県,旭市,city.asahi.lg.jp,False,,False,,mx.securitycloud.city.asahi.lg.jp,False,,False,
122165,千葉県,習志野市,city.narashino.lg.jp,True,relax,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
122173,千葉県,柏市,city.kashiwa.lg.jp,True,relax,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
122181,千葉県,勝浦市,city.katsuura.lg.jp,False,,False,,,,,,
122190,千葉県,市原市,city.ichihara.chiba.jp,True,strict,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
122203,千葉県,流山市,city.nagareyama.chiba.jp,True,relax,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
122211,千葉県,八千代市,city.yachiyo.chiba.jp,True,relax,False,,mx.securitycloud.city.yachiyo.chiba.jp,False,,False,
122220,千葉県,我孫子市,city.abiko.chiba.jp,True,relax,False,,mx.securitycloud.city.abiko.chiba.jp,False,,False,
122238,千葉県,鴨川市,city.kamogawa.lg.jp,False,,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
122246,千葉県,鎌ケ谷市,city.kamagaya.chiba.jp,True,relax,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
122254,千葉県,君津市,city.kimitsu.lg.jp,True,relax,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
122262,千葉県,富津市,city.futtsu.lg.jp,False,,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
122271,千葉県,浦安市,city.urayasu.lg.jp,True,relax,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
122289,千葉県,四街道市,city.yotsukaido.chiba.jp,True,relax,False,,mx.securemx.jp,False,,False,
122297,千葉県,袖ケ浦市,city.sodegaura.lg.jp,False,,False,,,,,,
122301,千葉県,八街市,city.yachimata.lg.jp,True,relax,False,,mx.securitycloud.city.yachimata.lg.jp,False,,False,
122319,千葉県,印西市,city.inzai.lg.jp,True,relax,False,,ns.city.inzai.lg.jp,False,,False,
122327,千葉県,白井市,city.shiroi.chiba.jp,True,relax,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
122335,千葉県,富里市,city.tomisato.lg.jp,True,relax,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
122343,千葉県,南房総市,city.minamiboso.chiba.jp,True,relax,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
122351,千葉県,匝瑳市,city.sosa.lg.jp,True,relax,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
122360,千葉県,香取市,city.katori.lg.jp,True,relax,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
122378,千葉県,山武市,city.sammu.lg.jp,True,relax,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
122386,千葉県,いすみ市,city.isumi.lg.jp,True,relax,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
122394,千葉県,大網白里市,city.oamishirasato.lg.jp,True,relax,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
123226,千葉県,酒々井町,town.shisui.chiba.jp,True,relax,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
123293,千葉県,栄町,town.sakae.chiba.jp,False,,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
123293,千葉県,栄町,town.sakae.chiba.jp,False,,False,,town.sakae.chiba.jp,False,,False,
123421,千葉県,神崎町,town.kozaki.chiba.jp,True,relax,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
123471,千葉県,多古町,town.tako.chiba.jp,True,relax,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
123498,千葉県,東庄町,town.tohnosho.chiba.jp,True,relax,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
124036,千葉県,九十九里町,town.kujukuri.chiba.jp,True,relax,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
124095,千葉県,芝山町,town.shibayama.lg.jp,True,strict,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
124109,千葉県,横芝光町,town.yokoshibahikari.chiba.jp,True,relax,False,,mx.securitycloud.town.yokoshibahikari.chiba.jp,False,,False,
124214,千葉県,一宮町,town.ichinomiya.chiba.jp,True,relax,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
124222,千葉県,睦沢町,town.mutsuzawa.chiba.jp,False,,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
124231,千葉県,長生村,vill.chosei.chiba.jp,True,relax,False,,,,,,
124249,千葉県,白子町,town.shirako.lg.jp,True,relax,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
124265,千葉県,長柄町,town.nagara.chiba.jp,False,,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
124273,千葉県,長南町,town.chonan.chiba.jp,True,relax,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
124419,千葉県,大多喜町,town.otaki.chiba.jp,False,,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
124435,千葉県,御宿町,town.onjuku.chiba.jp,False,,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
124630,千葉県,鋸南町,town.kyonan.chiba.jp,False,,False,,mx.securitycloud.pref.chiba.lg.jp,False,,False,
131016,東京都,千代田区,city.chiyoda.lg.jp,True,relax,False,,ml2.tisc.tokyo.jp,False,,False,
131024,東京都,中央区,city.chuo.lg.jp,True,relax,False,,purify.attnet.ne.jp,False,,False,
131024,東京都,中央区,city.chuo.lg.jp,True,relax,False,,ml2.tisc.tokyo.jp,False,,False,
131032,東京都,港区,city.minato.tokyo.jp,True,relax,False,,city-minato-tokyo-jp.mail.protection.outlook.com,False,,False,
131041,東京都,新宿区,city.shinjuku.lg.jp,True,relax,False,,ml2.tisc.tokyo.jp,False,,False,
131059,東京都,文京区,city.bunkyo.lg.jp,True,relax,False,,ml2.tisc.tokyo.jp,False,,False,
131067,東京都,台東区,city.taito.lg.jp,False,,False,,,,,,
131075,東京都,墨田区,city.sumida.lg.jp,True,relax,False,,ml1.tisc.tokyo.jp,False,,False,
131083,東京都,江東区,city.koto.lg.jp,True,relax,False,,ml2.tisc.tokyo.jp,False,,False,
131091,東京都,品川区,city.shinagawa.tokyo.jp,True,relax,False,,ml3.tisc.tokyo.jp,False,,False,
131105,東京都,目黒区,city.meguro.tokyo.jp,True,relax,True,strict,kpmgl11.city.meguro.tokyo.jp,False,,False,
131113,東京都,大田区,city.ota.tokyo.jp,True,relax,True,none,mx.securemx.jp,False,,False,
131113,東京都,大田区,city.ota.tokyo.jp,True,relax,True,none,mx6.securemx.jp,False,,False,
131121,東京都,世田谷区,city.setagaya.lg.jp,False,,False,,lg-sv1.city.setagaya.lg.jp,False,,False,
131121,東京都,世田谷区,city.setagaya.lg.jp,False,,False,,lg-sv2.city.setagaya.lg.jp,False,,False,
131130,東京都,渋谷区,city.shibuya.tokyo.jp,True,relax,False,,mx.securemx.jp,False,,False,
131148,東京都,中野区,city.tokyo-nakano.lg.jp,True,relax,False,,ml3.tisc.tokyo.jp,False,,False,
131156,東京都,杉並区,city.suginami.tokyo.jp,True,relax,False,,mail1.city.suginami.tokyo.jp,False,,False,
131164,東京都,豊島区,city.toshima.lg.jp,True,strict,False,,ml3.tisc.tokyo.jp,False,,False,
131172,東京都,北区,city.kita.tokyo.jp,False,,False,,ns.city.kita.tokyo.jp,False,,False,
131181,東京都,荒川区,city.arakawa.tokyo.jp,True,relax,False,,ml3.tisc.tokyo.jp,False,,False,
131199,東京都,板橋区,city.itabashi.tokyo.jp,True,relax,False,,ml2.tisc.tokyo.jp,False,,False,
131202,東京都,練馬区,city.nerima.tokyo.jp,True,relax,False,,ml2.tisc.tokyo.jp,False,,False,
131211,東京都,足立区,city.adachi.tokyo.jp,True,relax,False,,ml3.tisc.tokyo.jp,False,,False,
131229,東京都,葛飾区,city.katsushika.lg.jp,True,strict,False,,ml3.tisc.tokyo.jp,False,,False,
131237,東京都,江戸川区,city.edogawa.tokyo.jp,True,relax,False,,ml3.tisc.tokyo.jp,False,,False,
132012,東京都,八王子市,city.hachioji.tokyo.jp,True,relax,True,none,mx.securemx.jp,False,,False,
132021,東京都,立川市,city.tachikawa.lg.jp,True,relax,False,,ml3.tisc.tokyo.jp,False,,False,
132039,東京都,武蔵野市,city.musashino.lg.jp,True,relax,False,,sfw01.city.musashino.lg.jp,False,,False,
132039,東京都,武蔵野市,city.musashino.lg.jp,True,relax,False,,ml3.tisc.tokyo.jp,False,,False,
132039,東京都,武蔵野市,city.musashino.lg.jp,True,relax,False,,sfw00.city.musashino.lg.jp,False,,False,
132047,東京都,三鷹市,city.mitaka.lg.jp,True,relax,False,,mx6.securemx.jp,False,,False,
132047,東京都,三鷹市,city.mitaka.lg.jp,True,relax,False,,mx.securemx.jp,False,,False,
132055,東京都,青梅市,city.ome.tokyo.jp,False,,False,,ml3.tisc.tokyo.jp,False,,False,
132063,東京都,府中市,city.fuchu.tokyo.jp,True,relax,False,,ml2.tisc.tokyo.jp,False,,False,
132071,東京都,昭島市,city.akishima.lg.jp,True,relax,False,,ml3.tisc.tokyo.jp,False,,False,
132080,東京都,調布市,city.chofu.tokyo.jp,True,relax,False,,ml1.tisc.tokyo.jp,False,,False,
132098,東京都,町田市,city.machida.tokyo.jp,True,relax,False,,ml2.tisc.tokyo.jp,False,,False,
132101,東京都,小金井市,city.koganei.lg.jp,False,,False,,,,,,
132110,東京都,小平市,city.kodaira.tokyo.jp,False,,False,,city-kodaira.in.tmems-jp.trendmicro.com,False,,False,
132128,東京都,日野市,city.hino.lg.jp,True,relax,False,,ml2.tisc.tokyo.jp,False,,False,
132136,東京都,東村山市,city.higashimurayama.tokyo.jp,False,,False,,,,,,
132144,東京都,国分寺市,city.kokubunji.tokyo.jp,True,relax,False,,snjsecmail.city.kokubunji.tokyo.jp,False,,False,
132144,東京都,国分寺市,city.kokubunji.tokyo.jp,True,relax,False,,ml3.tisc.tokyo.jp,False,,False,
132152,東京都,国立市,city.kunitachi.tokyo.jp,False,,False,,,,,,
132187,東京都,福生市,city.fussa.tokyo.jp,True,strict,False,,ml1.tisc.tokyo.jp,False,,False,
132195,東京都,狛江市,city.komae.tokyo.jp,False,,False,,,,,,
132209,東京都,東大和市,city.higashiyamato.lg.jp,True,relax,False,,ml1.tisc.tokyo.jp,False,,False,
132217,東京都,清瀬市,city.kiyose.lg.jp,True,strict,False,,ml1.tisc.tokyo.jp,False,,False,
132225,東京都,東久留米市,city.higashikurume.lg.jp,True,relax,False,,ml1.tisc.tokyo.jp,False,,False,
132233,東京都,武蔵村山市,city.musashimurayama.lg.jp,True,relax,False,,ml3.tisc.tokyo.jp,False,,False,
132241,東京都,多摩市,city.tama.lg.jp,False,,False,,dns.city.tama.lg.jp,False,,False,
132250,東京都,稲城市,city.inagi.tokyo.jp,False,,False,,mailgw.city.inagi.lg.jp,False,,False,
132276,東京都,羽村市,city.hamura.tokyo.jp,True,relax,False,,ml1.tisc.tokyo.jp,False,,False,
132284,東京都,あきる野市,city.akiruno.tokyo.jp,True,relax,False,,mg.drive.ne.jp,True,strict,False,
132292,東京都,西東京市,city.nishitokyo.lg.jp,False,,False,,ml1.tisc.tokyo.jp,False,,False,
133035,東京都,瑞穂町,town.mizuho.tokyo.jp,True,relax,True,none,mx.mitene.jp,False,,False,
133035,東京都,瑞穂町,town.mizuho.tokyo.jp,True,relax,True,none,mx-0.mitene.jp,False,,False,
133035,東京都,瑞穂町,town.mizuho.tokyo.jp,True,relax,True,none,mx-1.mitene.jp,False,,False,
133051,東京都,日の出町,town.hinode.tokyo.jp,True,relax,False,,ml1.tisc.tokyo.jp,False,,False,
133078,東京都,檜原村,vill.hinohara.tokyo.jp,True,relax,False,,mail.vill.hinohara.tokyo.jp,False,,False,
133086,東京都,奥多摩町,town.okutama.tokyo.jp,True,relax,False,,town.okutama.tokyo.jp,True,relax,False,
133612,東京都,大島町,town.oshima.tokyo.jp,True,relax,False,,ml1.tisc.tokyo.jp,False,,False,
133621,東京都,利島村,toshimamura.org,True,relax,False,,mxin1.airnet.ne.jp,False,,False,
133621,東京都,利島村,toshimamura.org,True,relax,False,,mxin2.airnet.ne.jp,False,,False,
133639,東京都,新島村,niijima.com,True,relax,False,,ml1.tisc.tokyo.jp,False,,False,
133647,東京都,神津島村,vill.kouzushima.tokyo.jp,True,relax,False,,ml1.tisc.tokyo.jp,False,,False,
133817,東京都,三宅村,vill.miyake.tokyo.jp,True,relax,False,,ml1.tisc.tokyo.jp,False,,False,
133825,東京都,御蔵島村,mikurasima.jp,True,relax,False,,mwbgw2.ocn.ad.jp,False,,False,
133825,東京都,御蔵島村,mikurasima.jp,True,relax,False,,mwbgw1.ocn.ad.jp,False,,False,
134015,東京都,八丈町,town.hachijo.tokyo.jp,True,relax,False,,ml1.tisc.tokyo.jp,False,,False,
134023,東京都,青ヶ島村,vill.aogashima.tokyo.jp,True,relax,False,,ml1.tisc.tokyo.jp,False,,False,
134210,東京都,小笠原村,vill.ogasawara.tokyo.jp,True,relax,False,,ml1.tisc.tokyo.jp,False,,False,
141003,神奈川県,横浜市,city.yokohama.lg.jp,True,relax,True,none,mx.securemx.jp,False,,False,
141305,神奈川県,川崎市,city.kawasaki.jp,True,relax,False,,mx.securemx.jp,False,,False,
141500,神奈川県,相模原市,city.sagamihara.kanagawa.jp,True,relax,False,,mx.securemx.jp,False,,False,
142018,神奈川県,横須賀市,city.yokosuka.kanagawa.jp,True,relax,False,,mx.securemx.jp,False,,False,
142034,神奈川県,平塚市,city.hiratsuka.kanagawa.jp,True,relax,False,,mx.securemx.jp,False,,False,
142042,神奈川県,鎌倉市,city.kamakura.kanagawa.jp,True,relax,False,,mx.securemx.jp,False,,False,
142051,神奈川県,藤沢市,city.fujisawa.kanagawa.jp,True,relax,False,,mx.securemx.jp,False,,False,
142069,神奈川県,小田原市,city.odawara.kanagawa.jp,True,relax,False,,mx.securemx.jp,False,,False,
142077,神奈川県,茅ヶ崎市,city.chigasaki.kanagawa.jp,True,relax,False,,mx.securemx.jp,False,,False,
142085,神奈川県,逗子市,city.zushi.kanagawa.jp,True,relax,False,,mx.securemx.jp,False,,False,
142107,神奈川県,三浦市,city.miura.kanagawa.jp,True,relax,False,,mx.securemx.jp,False,,False,
142115,神奈川県,秦野市,city.hadano.kanagawa.jp,True,relax,False,,mx.securemx.jp,False,,False,
142123,神奈川県,厚木市,city.atsugi.kanagawa.jp,True,relax,False,,mx.securemx.jp,False,,False,
142131,神奈川県,大和市,city.yamato.lg.jp,True,relax,False,,mx.securemx.jp,False,,False,
142140,神奈川県,伊勢原市,city.isehara.kanagawa.jp,True,strict,False,,,,,,
142158,神奈川県,海老名市,city.ebina.kanagawa.jp,True,relax,False,,mx.securemx.jp,False,,False,
142166,神奈川県,座間市,city.zama.kanagawa.jp,True,relax,False,,mx.securemx.jp,False,,False,
142174,神奈川県,南足柄市,city.minamiashigara.kanagawa.jp,True,relax,False,,mx.securemx.jp,False,,False,
142182,神奈川県,綾瀬市,city.ayase.kanagawa.jp,True,relax,False,,mx.securemx.jp,False,,False,
143014,神奈川県,葉山町,town.hayama.lg.jp,True,relax,False,,lg-gate.town.hayama.lg.jp,False,,False,
143219,神奈川県,寒川町,town.samukawa.kanagawa.jp,True,relax,False,,mx.securemx.jp,False,,False,
143413,神奈川県,大磯町,town.oiso.kanagawa.jp,True,relax,False,,mx.securemx.jp,False,,False,
143421,神奈川県,二宮町,town.ninomiya.kanagawa.jp,True,relax,False,,mx.securemx.jp,False,,False,
143618,神奈川県,中井町,town.nakai.kanagawa.jp,True,relax,False,,mx.securemx.jp,False,,False,
143626,神奈川県,大井町,town.oi.kanagawa.jp,True,relax,False,,mx.securemx.jp,False,,False,
143634,神奈川県,松田町,town.matsuda.kanagawa.jp,True,relax,False,,mx.securemx.jp,False,,False,
143642,神奈川県,山北町,town.yamakita.kanagawa.jp,True,relax,False,,mx.securemx.jp,False,,False,
143669,神奈川県,開成町,town.kaisei.kanagawa.jp,True,relax,False,,mx.securemx.jp,False,,False,
143821,神奈川県,箱根町,town.hakone.kanagawa.jp,True,relax,False,,mx.securemx.jp,False,,False,
143839,神奈川県,真鶴町,town.manazuru.kanagawa.jp,True,relax,False,,mx.securemx.jp,False,,False,
143847,神奈川県,湯河原町,town.yugawara.kanagawa.jp,True,relax,False,,mx.securemx.jp,False,,False,
144011,神奈川県,愛川町,town.aikawa.kanagawa.jp,True,relax,False,,mx.securemx.jp,False,,False,
144029,神奈川県,清川村,town.kiyokawa.kanagawa.jp,True,relax,False,,mx.securemx.jp,False,,False,
151009,新潟県,新潟市,city.niigata.lg.jp,True,relax,False,,sc15-mail01.sbt-isc.jp,False,,False,
152021,新潟県,長岡市,city.nagaoka.niigata.jp,True,relax,False,,ns1.city.nagaoka.niigata.jp,False,,False,
152048,新潟県,三条市,city.sanjo.niigata.jp,True,relax,False,,sc15-mail01.sbt-isc.jp,False,,False,
152056,新潟県,柏崎市,city.kashiwazaki.lg.jp,True,relax,False,,sc15-mail01.sbt-isc.jp,False,,False,
152064,新潟県,新発田市,city.shibata.lg.jp,True,relax,False,,sc15-mail01.sbt-isc.jp,False,,False,
152081,新潟県,小千谷市,city.ojiya.niigata.jp,True,strict,False,,sc15-mail01.sbt-isc.jp,False,,False,
152099,新潟県,加茂市,city.kamo.niigata.jp,True,relax,False,,sc15-mail01.sbt-isc.jp,False,,False,
152102,新潟県,十日町市,city.tokamachi.lg.jp,True,relax,False,,sc15-mail01.sbt-isc.jp,False,,False,
152111,新潟県,見附市,city.mitsuke.niigata.jp,True,relax,False,,sc15-mail01.sbt-isc.jp,False,,False,
152129,新潟県,村上市,city.murakami.lg.jp,True,relax,False,,sc15-mail01.sbt-isc.jp,False,,False,
152137,新潟県,燕市,city.tsubame.niigata.jp,True,strict,False,,sc15-mail01.sbt-isc.jp,False,,False,
152161,新潟県,糸魚川市,city.itoigawa.lg.jp,True,strict,False,,sc15-mail01.sbt-isc.jp,False,,False,
152170,新潟県,妙高市,city.myoko.niigata.jp,True,newtral,False,,sc15-mail01.sbt-isc.jp,False,,False,
152188,新潟県,五泉市,city.gosen.lg.jp,True,strict,False,,sc15-mail01.sbt-isc.jp,False,,False,
152226,新潟県,上越市,city.joetsu.niigata.jp,True,relax,False,,sc15-mail01.sbt-isc.jp,False,,False,
152234,新潟県,阿賀野市,city.agano.niigata.jp,True,relax,False,,sc15-mail01.sbt-isc.jp,False,,False,
152242,新潟県,佐渡市,city.sado.niigata.jp,False,,False,,sc15-mail01.sbt-isc.jp,False,,False,
152251,新潟県,魚沼市,city.uonuma.niigata.jp,False,,False,,sc15-mail01.sbt-isc.jp,False,,False,
152269,新潟県,南魚沼市,city.minamiuonuma.niigata.jp,False,,False,,,,,,
152277,新潟県,胎内市,city.tainai.niigata.jp,False,,False,,imsva1.ncom.ad.jp,False,,False,
152277,新潟県,胎内市,city.tainai.niigata.jp,False,,False,,imsva2.ncom.ad.jp,False,,False,
153079,新潟県,聖籠町,town.seiro.niigata.jp,True,strict,False,,sc15-mail01.sbt-isc.jp,False,,False,
153427,新潟県,弥彦村,vill.yahiko.niigata.jp,True,relax,False,,sc15-mail01.sbt-isc.jp,False,,False,
153613,新潟県,田上町,town.tagami.niigata.jp,True,strict,False,,sc15-mail01.sbt-isc.jp,False,,False,
153851,新潟県,阿賀町,town.aga.niigata.jp,False,,False,,,,,,
154059,新潟県,出雲崎町,town.izumozaki.niigata.jp,True,relax,False,,sc15-mail01.sbt-isc.jp,False,,False,
154610,新潟県,湯沢町,town.yuzawa.lg.jp,True,relax,False,,sc15-mail01.sbt-isc.jp,False,,False,
154822,新潟県,津南町,town.tsunan.niigata.jp,True,strict,False,,sc15-mail01.sbt-isc.jp,False,,False,
155047,新潟県,刈羽村,vill.kariwa.niigata.jp,True,strict,False,,,,,,
155811,新潟県,関川村,vill.sekikawa.niigata.jp,False,invalid(syntax error),False,,sc15-mail01.sbt-isc.jp,False,,False,
155861,新潟県,粟島浦村,vill.awashimaura.lg.jp,True,relax,False,,sc15-mail01.sbt-isc.jp,False,,False,
162019,富山県,富山市,city.toyama.toyama.jp,True,relax,False,,mx-ts1.htcn.ne.jp,False,,False,
162027,富山県,高岡市,city.takaoka.toyama.jp,True,relax,False,,mx-ts1.htcn.ne.jp,False,,False,
162043,富山県,魚津市,city.uozu.toyama.jp,True,relax,False,,mx-ts1.htcn.ne.jp,False,,False,
162051,富山県,氷見市,city.himi.toyama.jp,True,strict,False,,mx-ts1.htcn.ne.jp,False,,False,
162060,富山県,滑川市,city.namerikawa.toyama.jp,False,,False,,mx-ts1.htcn.ne.jp,False,,False,
162078,富山県,黒部市,city.kurobe.toyama.jp,True,relax,False,,mx-ts1.htcn.ne.jp,False,,False,
162086,富山県,砺波市,city.tonami.toyama.jp,True,relax,False,,mx-ts1.htcn.ne.jp,False,,False,
162094,富山県,小矢部市,city.oyabe.toyama.jp,False,,False,,mx-ts1.htcn.ne.jp,False,,False,
162108,富山県,南砺市,city.nanto.toyama.jp,False,,False,,mx-ts1.htcn.ne.jp,False,,False,
162116,富山県,射水市,city.imizu.toyama.jp,True,strict,False,,mx-ts1.htcn.ne.jp,False,,False,
163210,富山県,舟橋村,vill.funahashi.toyama.jp,False,,False,,mx-ts1.htcn.ne.jp,False,,False,
163228,富山県,上市町,town.kamiichi.toyama.jp,True,relax,False,,mx-ts1.htcn.ne.jp,False,,False,
163236,富山県,立山町,town.tateyama.toyama.jp,False,,False,,mx-ts1.htcn.ne.jp,False,,False,
163422,富山県,入善町,town.nyuzen.toyama.jp,True,relax,False,,mx-ts1.htcn.ne.jp,False,,False,
163431,富山県,朝日町,town.asahi.toyama.jp,False,,False,,mx-ts1.htcn.ne.jp,False,,False,
172014,石川県,金沢市,city.kanazawa.lg.jp,True,relax,False,,mx-i2.htcn.ne.jp,False,,False,
172022,石川県,七尾市,city.nanao.lg.jp,True,relax,False,,mx-i3.htcn.ne.jp,False,,False,
172031,石川県,小松市,city.komatsu.lg.jp,True,relax,False,,mx-i4.htcn.ne.jp,False,,False,
172049,石川県,輪島市,city.wajima.ishikawa.jp,False,,False,,,,,,
172057,石川県,珠洲市,city.suzu.lg.jp,True,relax,False,,mx-i6.htcn.ne.jp,False,,False,
172065,石川県,加賀市,city.kaga.ishikawa.jp,False,,False,,,,,,
172073,石川県,羽咋市,city.hakui.lg.jp,True,strict,False,,mx-i8.htcn.ne.jp,False,,False,
172090,石川県,かほく市,city.kahoku.ishikawa.jp,True,relax,False,,mx-i9.htcn.ne.jp,False,,False,
172103,石川県,白山市,city.hakusan.lg.jp,True,relax,False,,mx-i10.htcn.ne.jp,False,,False,
172111,石川県,能美市,city.nomi.ishikawa.jp,True,relax,False,,mx-i11.htcn.ne.jp,False,,False,
172120,石川県,野々市市,city.nonoichi.lg.jp,True,relax,False,,mx-i12.htcn.ne.jp,False,,False,
173240,石川県,川北町,town.kawakita.ishikawa.jp,True,relax,False,,mx-i13.htcn.ne.jp,False,,False,
173614,石川県,津幡町,town.tsubata.lg.jp,True,relax,False,,mx-i14.htcn.ne.jp,False,,False,
173657,石川県,内灘町,town.uchinada.lg.jp,True,relax,False,,mx-i15.htcn.ne.jp,False,,False,
173843,石川県,志賀町,town.shika.lg.jp,True,relax,False,,mx-i16.htcn.ne.jp,False,,False,
173860,石川県,宝達志水町,hodatsushimizu.jp,True,relax,False,,mx-i17.htcn.ne.jp,False,,False,
174076,石川県,中能登町,town.nakanoto.ishikawa.jp,True,relax,False,,mx-i18.htcn.ne.jp,False,,False,
174611,石川県,穴水町,town.anamizu.lg.jp,True,relax,False,,mx-i19.htcn.ne.jp,False,,False,
174637,石川県,能登町,town.noto.lg.jp,False,,False,,mx-i20.htcn.ne.jp,False,,False,
182010,福井県,福井市,city.fukui.lg.jp,True,relax,False,,mail2in.s-cloud.pref.fukui.lg.jp,False,,False,
182028,福井県,敦賀市,city.tsuruga.lg.jp,False,,False,,mx.ton21.ne.jp,False,,False,
182044,福井県,小浜市,city.obama.fukui.jp,True,relax,False,,mail2in.s-cloud.pref.fukui.lg.jp,False,,False,
182052,福井県,大野市,city.ono.fukui.jp,False,,False,,,,,,
182061,福井県,勝山市,city.katsuyama.fukui.jp,True,relax,False,,mail2in.s-cloud.pref.fukui.lg.jp,False,,False,
182079,福井県,鯖江市,city.sabae.fukui.jp,True,relax,False,,mailin.s-cloud.pref.fukui.lg.jp,False,,False,
182087,福井県,あわら市,city.awara.lg.jp,True,relax,False,,mail2in.s-cloud.pref.fukui.lg.jp,False,,False,
182095,福井県,越前市,city.echizen.lg.jp,True,relax,False,,mailin.s-cloud.pref.fukui.lg.jp,False,,False,
182109,福井県,坂井市,city.fukui-sakai.lg.jp,True,relax,False,,mx-1.cloudz.jp,False,,False,
182109,福井県,坂井市,city.fukui-sakai.lg.jp,True,relax,False,,mx-0.cloudz.jp,False,,False,
182109,福井県,坂井市,city.fukui-sakai.lg.jp,True,relax,False,,mx.cloudz.jp,False,,False,
183229,福井県,永平寺町,town.eiheiji.lg.jp,False,,False,,,,,,
183822,福井県,池田町,town.ikeda.fukui.jp,False,,False,,mailin.s-cloud.pref.fukui.lg.jp,False,,False,
184047,福井県,南越前町,town.minamiechizen.lg.jp,True,relax,False,,mail2in.s-cloud.pref.fukui.lg.jp,False,,False,
184233,福井県,越前町,town.echizen.fukui.jp,True,relax,False,,mailin.s-cloud.pref.fukui.lg.jp,False,,False,
184420,福井県,美浜町,town.fukui-mihama.lg.jp,True,relax,False,,mailin.s-cloud.pref.fukui.lg.jp,False,,False,
184811,福井県,高浜町,town.takahama.fukui.jp,True,relax,False,,mailin.s-cloud.pref.fukui.lg.jp,False,,False,
184837,福井県,おおい町,town.ohi.fukui.jp,True,relax,False,,mail2in.s-cloud.pref.fukui.lg.jp,False,,False,
