lgcode,pref,city,domain,spf,spf_policy,dmarc,dmarc_policy,mx,mx_spf,mx_spf_policy,mx_dmarc,mx_dmarc_policy
222259,静岡県,伊豆の国市,city.izunokuni.shizuoka.jp,False,,False,,smtp03.siscs.jp,False,,False,
222267,静岡県,牧之原市,city.makinohara.shizuoka.jp,True,relax,False,,smtp02.siscs.jp,False,,False,
223018,静岡県,東伊豆町,town.higashiizu.shizuoka.jp,True,relax,False,,town.higashiizu.shizuoka.jp,True,relax,False,
223026,静岡県,河津町,town.kawazu.shizuoka.jp,True,relax,False,,smtp03.siscs.jp,False,,False,
223026,静岡県,河津町,town.kawazu.shizuoka.jp,True,relax,False,,smtp03.siscs.jp,False,,False,
223026,静岡県,河津町,town.kawazu.shizuoka.jp,True,relax,False,,smtp03.siscs.jp,False,,False,
223042,静岡県,南伊豆町,town.minamiizu.shizuoka.jp,True,relax,False,,smtp03.siscs.jp,False,,False,
223051,静岡県,松崎町,town.matsuzaki.shizuoka.jp,False,,False,,mailgw3.oneoffice.jp,False,,False,
223069,静岡県,西伊豆町,town.nishiizu.shizuoka.jp,True,relax,False,,smtp03.siscs.jp,False,,False,
223255,静岡県,函南町,town.kannami.shizuoka.jp,True,relax,False,,smtp03.siscs.jp,False,,False,
223417,静岡県,清水町,town.shimizu.shizuoka.jp,False,,False,,,,,,
223425,静岡県,長泉町,town.nagaizumi.lg.jp,True,relax,False,,smtp03.siscs.jp,False,,False,
223441,静岡県,小山町,fuji-oyama.jp,True,relax,False,,smtp03.siscs.jp,False,,False,
224243,静岡県,吉田町,town.yoshida.shizuoka.jp,True,relax,False,,smtp02.siscs.jp,False,,False,
224294,静岡県,川根本町,town.kawanehon.shizuoka.jp,False,,False,,,,,,
224618,静岡県,森町,town.morimachi.shizuoka.jp,True,relax,False,,mx.mail.ctc.jp,False,,False,
231002,愛知県,名古屋市,city.nagoya.jp,True,newtral,False,,,,,,
232017,愛知県,豊橋市,city.toyohashi.lg.jp,True,relax,False,,alt3.ap.email.fireeyecloud.com,False,,False,
232017,愛知県,豊橋市,city.toyohashi.lg.jp,True,relax,False,,alt1.ap.email.fireeyecloud.com,False,,False,
232017,愛知県,豊橋市,city.toyohashi.lg.jp,True,relax,False,,alt2.ap.email.fireeyecloud.com,False,,False,
232017,愛知県,豊橋市,city.toyohashi.lg.jp,True,relax,False,,primary.ap.email.fireeyecloud.com,False,,False,
232025,愛知県,岡崎市,city.okazaki.lg.jp,True,relax,False,,primary.ap.email.fireeyecloud.com,False,,False,
232025,愛知県,岡崎市,city.okazaki.lg.jp,True,relax,False,,alt2.ap.email.fireeyecloud.com,False,,False,
232025,愛知県,岡崎市,city.okazaki.lg.jp,True,relax,False,,alt3.ap.email.fireeyecloud.com,False,,False,
232025,愛知県,岡崎市,city.okazaki.lg.jp,True,relax,False,,alt1.ap.email.fireeyecloud.com,False,,False,
232033,愛知県,一宮市,city.ichinomiya.aichi.jp,True,relax,False,,savgw.city.ichinomiya.aichi.jp,False,,False,
232041,愛知県,瀬戸市,city.seto.aichi.jp,True,relax,False,,mail01.city.seto.aichi.jp,False,,False,
232050,愛知県,半田市,city.handa.lg.jp,True,relax,False,,alt1.ap.email.fireeyecloud.com,False,,False,
232050,愛知県,半田市,city.handa.lg.jp,True,relax,False,,alt2.ap.email.fireeyecloud.com,False,,False,
232050,愛知県,半田市,city.handa.lg.jp,True,relax,False,,alt3.ap.email.fireeyecloud.com,False,,False,
232050,愛知県,半田市,city.handa.lg.jp,True,relax,False,,primary.ap.email.fireeyecloud.com,False,,False,
232068,愛知県,春日井市,city.kasugai.lg.jp,True,relax,False,,primary.ap.email.fireeyecloud.com,False,,False,
232068,愛知県,春日井市,city.kasugai.lg.jp,True,relax,False,,alt1.ap.email.fireeyecloud.com,False,,False,
232068,愛知県,春日井市,city.kasugai.lg.jp,True,relax,False,,alt2.ap.email.fireeyecloud.com,False,,False,
232068,愛知県,春日井市,city.kasugai.lg.jp,True,relax,False,,alt3.ap.email.fireeyecloud.com,False,,False,
232076,愛知県,豊川市,city.toyokawa.lg.jp,True,relax,False,,alt3.ap.email.fireeyecloud.com,False,,False,
232076,愛知県,豊川市,city.toyokawa.lg.jp,True,relax,False,,alt1.ap.email.fireeyecloud.com,False,,False,
232076,愛知県,豊川市,city.toyokawa.lg.jp,True,relax,False,,alt2.ap.email.fireeyecloud.com,False,,False,
232076,愛知県,豊川市,city.toyokawa.lg.jp,True,relax,False,,primary.ap.email.fireeyecloud.com,False,,False,
232084,愛知県,津島市,city.tsushima.lg.jp,True,relax,False,,alt1.ap.email.fireeyecloud.com,False,,False,
232084,愛知県,津島市,city.tsushima.lg.jp,True,relax,False,,alt2.ap.email.fireeyecloud.com,False,,False,
232084,愛知県,津島市,city.tsushima.lg.jp,True,relax,False,,alt3.ap.email.fireeyecloud.com,False,,False,
232084,愛知県,津島市,city.tsushima.lg.jp,True,relax,False,,primary.ap.email.fireeyecloud.com,False,,False,
232092,愛知県,碧南市,city.hekinan.lg.jp,True,relax,False,,primary.ap.email.fireeyecloud.com,False,,False,
232092,愛知県,碧南市,city.hekinan.lg.jp,True,relax,False,,alt1.ap.email.fireeyecloud.com,False,,False,
232092,愛知県,碧南市,city.hekinan.lg.jp,True,relax,False,,alt3.ap.email.fireeyecloud.com,False,,False,
232092,愛知県,碧南市,city.hekinan.lg.jp,True,relax,False,,alt2.ap.email.fireeyecloud.com,False,,False,
232106,愛知県,刈谷市,city.kariya.lg.jp,True,relax,False,,alt2.ap.email.fireeyecloud.com,False,,False,
232106,愛知県,刈谷市,city.kariya.lg.jp,True,relax,False,,primary.ap.email.fireeyecloud.com,False,,False,
232106,愛知県,刈谷市,city.kariya.lg.jp,True,relax,False,,alt3.ap.email.fireeyecloud.com,False,,False,
232106,愛知県,刈谷市,city.kariya.lg.jp,True,relax,False,,alt1.ap.email.fireeyecloud.com,False,,False,
232114,愛知県,豊田市,city.toyota.aichi.jp,True,relax,False,,primary.ap.email.fireeyecloud.com,False,,False,
232114,愛知県,豊田市,city.toyota.aichi.jp,True,relax,False,,alt3.ap.email.fireeyecloud.com,False,,False,
232114,愛知県,豊田市,city.toyota.aichi.jp,True,relax,False,,alt2.ap.email.fireeyecloud.com,False,,False,
232114,愛知県,豊田市,city.toyota.aichi.jp,True,relax,False,,alt1.ap.email.fireeyecloud.com,False,,False,
232122,愛知県,安城市,city.anjo.aichi.jp,True,strict,False,,alt3.ap.email.fireeyecloud.com,False,,False,
232122,愛知県,安城市,city.anjo.aichi.jp,True,strict,False,,primary.ap.email.fireeyecloud.com,False,,False,
232122,愛知県,安城市,city.anjo.aichi.jp,True,strict,False,,alt2.ap.email.fireeyecloud.com,False,,False,
232122,愛知県,安城市,city.anjo.aichi.jp,True,strict,False,,alt1.ap.email.fireeyecloud.com,False,,False,
232131,愛知県,西尾市,city.nishio.aichi.jp,True,relax,False,,,,,,
232149,愛知県,蒲郡市,city.gamagori.lg.jp,True,relax,False,,primary.ap.email.fireeyecloud.com,False,,False,
232149,愛知県,蒲郡市,city.gamagori.lg.jp,True,relax,False,,alt1.ap.email.fireeyecloud.com,False,,False,
232149,愛知県,蒲郡市,city.gamagori.lg.jp,True,relax,False,,alt2.ap.email.fireeyecloud.com,False,,False,
232149,愛知県,蒲郡市,city.gamagori.lg.jp,True,relax,False,,alt3.ap.email.fireeyecloud.com,False,,False,
232157,愛知県,犬山市,city.inuyama.aichi.jp,False,,False,,,,,,
232165,愛知県,常滑市,city.tokoname.aichi.jp,True,relax,False,,alt3.ap.email.fireeyecloud.com,False,,False,
232165,愛知県,常滑市,city.tokoname.aichi.jp,True,relax,False,,alt2.ap.email.fireeyecloud.com,False,,False,
232165,愛知県,常滑市,city.tokoname.aichi.jp,True,relax,False,,alt1.ap.email.fireeyecloud.com,False,,False,
232165,愛知県,常滑市,city.tokoname.aichi.jp,True,relax,False,,primary.ap.email.fireeyecloud.com,False,,False,
232173,愛知県,江南市,city.konan.lg.jp,True,relax,False,,primary.ap.email.fireeyecloud.com,False,,False,
232173,愛知県,江南市,city.konan.lg.jp,True,relax,False,,alt3.ap.email.fireeyecloud.com,False,,False,
232173,愛知県,江南市,city.konan.lg.jp,True,relax,False,,alt2.ap.email.fireeyecloud.com,False,,False,
232173,愛知県,江南市,city.konan.lg.jp,True,relax,False,,alt1.ap.email.fireeyecloud.com,False,,False,
232190,愛知県,小牧市,city.komaki.aichi.jp,True,relax,False,,mx1.smartvdc.jp,True,relax,False,
232190,愛知県,小牧市,city.komaki.aichi.jp,True,relax,False,,hde1.s-cube.biz,True,relax,False,
232203,愛知県,稲沢市,city.inazawa.aichi.jp,True,relax,False,,primary.ap.email.fireeyecloud.com,False,,False,
232203,愛知県,稲沢市,city.inazawa.aichi.jp,True,relax,False,,alt2.ap.email.fireeyecloud.com,False,,False,
232203,愛知県,稲沢市,city.inazawa.aichi.jp,True,relax,False,,alt1.ap.email.fireeyecloud.com,False,,False,
232203,愛知県,稲沢市,city.inazawa.aichi.jp,True,relax,False,,alt3.ap.email.fireeyecloud.com,False,,False,
232211,愛知県,新城市,city.shinshiro.lg.jp,True,relax,False,,alt2.ap.email.fireeyecloud.com,False,,False,
232211,愛知県,新城市,city.shinshiro.lg.jp,True,relax,False,,alt1.ap.email.fireeyecloud.com,False,,False,
232211,愛知県,新城市,city.shinshiro.lg.jp,True,relax,False,,primary.ap.email.fireeyecloud.com,False,,False,
232211,愛知県,新城市,city.shinshiro.lg.jp,True,relax,False,,alt3.ap.email.fireeyecloud.com,False,,False,
232220,愛知県,東海市,city.tokai.aichi.jp,True,relax,False,,primary.ap.email.fireeyecloud.com,False,,False,
232220,愛知県,東海市,city.tokai.aichi.jp,True,relax,False,,alt1.ap.email.fireeyecloud.com,False,,False,
232220,愛知県,東海市,city.tokai.aichi.jp,True,relax,False,,alt3.ap.email.fireeyecloud.com,False,,False,
232220,愛知県,東海市,city.tokai.aichi.jp,True,relax,False,,alt2.ap.email.fireeyecloud.com,False,,False,
232238,愛知県,大府市,city.obu.aichi.jp,False,,False,,,,,,
232246,愛知県,知多市,city.chita.lg.jp,True,relax,False,,alt2.ap.email.fireeyecloud.com,False,,False,
232246,愛知県,知多市,city.chita.lg.jp,True,relax,False,,alt3.ap.email.fireeyecloud.com,False,,False,
232246,愛知県,知多市,city.chita.lg.jp,True,relax,False,,alt1.ap.email.fireeyecloud.com,False,,False,
232246,愛知県,知多市,city.chita.lg.jp,True,relax,False,,primary.ap.email.fireeyecloud.com,False,,False,
232254,愛知県,知立市,city.chiryu.aichi.jp,True,relax,False,,alt2.ap.email.fireeyecloud.com,False,,False,
232254,愛知県,知立市,city.chiryu.aichi.jp,True,relax,False,,alt1.ap.email.fireeyecloud.com,False,,False,
232254,愛知県,知立市,city.chiryu.aichi.jp,True,relax,False,,primary.ap.email.fireeyecloud.com,False,,False,
232254,愛知県,知立市,city.chiryu.aichi.jp,True,relax,False,,alt3.ap.email.fireeyecloud.com,False,,False,
232262,愛知県,尾張旭市,city.owariasahi.lg.jp,True,relax,False,,primary.ap.email.fireeyecloud.com,False,,False,
232262,愛知県,尾張旭市,city.owariasahi.lg.jp,True,relax,False,,alt3.ap.email.fireeyecloud.com,False,,False,
232262,愛知県,尾張旭市,city.owariasahi.lg.jp,True,relax,False,,alt1.ap.email.fireeyecloud.com,False,,False,
232262,愛知県,尾張旭市,city.owariasahi.lg.jp,True,relax,False,,alt2.ap.email.fireeyecloud.com,False,,False,
232271,愛知県,高浜市,city.takahama.lg.jp,True,relax,False,,alt3.ap.email.fireeyecloud.com,False,,False,
232271,愛知県,高浜市,city.takahama.lg.jp,True,relax,False,,primary.ap.email.fireeyecloud.com,False,,False,
232271,愛知県,高浜市,city.takahama.lg.jp,True,relax,False,,alt2.ap.email.fireeyecloud.com,False,,False,
232271,愛知県,高浜市,city.takahama.lg.jp,True,relax,False,,alt1.ap.email.fireeyecloud.com,False,,False,
232289,愛知県,岩倉市,city.iwakura.aichi.jp,False,,False,,,,,,
232297,愛知県,豊明市,city.toyoake.lg.jp,True,relax,False,,primary.ap.email.fireeyecloud.com,False,,False,
232297,愛知県,豊明市,city.toyoake.lg.jp,True,relax,False,,alt3.ap.email.fireeyecloud.com,False,,False,
232297,愛知県,豊明市,city.toyoake.lg.jp,True,relax,False,,alt1.ap.email.fireeyecloud.com,False,,False,
232297,愛知県,豊明市,city.toyoake.lg.jp,True,relax,False,,alt2.ap.email.fireeyecloud.com,False,,False,
232301,愛知県,日進市,city.nisshin.lg.jp,True,relax,False,,alt2.ap.email.fireeyecloud.com,False,,False,
232301,愛知県,日進市,city.nisshin.lg.jp,True,relax,False,,alt1.ap.email.fireeyecloud.com,False,,False,
232301,愛知県,日進市,city.nisshin.lg.jp,True,relax,False,,alt3.ap.email.fireeyecloud.com,False,,False,
232301,愛知県,日進市,city.nisshin.lg.jp,True,relax,False,,primary.ap.email.fireeyecloud.com,False,,False,
232319,愛知県,田原市,city.tahara.aichi.jp,True,relax,False,,alt2.ap.email.fireeyecloud.com,False,,False,
232319,愛知県,田原市,city.tahara.aichi.jp,True,relax,False,,alt3.ap.email.fireeyecloud.com,False,,False,
232319,愛知県,田原市,city.tahara.aichi.jp,True,relax,False,,alt1.ap.email.fireeyecloud.com,False,,False,
232319,愛知県,田原市,city.tahara.aichi.jp,True,relax,False,,primary.ap.email.fireeyecloud.com,False,,False,
232327,愛知県,愛西市,city.aisai.lg.jp,True,relax,False,,alt2.ap.email.fireeyecloud.com,False,,False,
232327,愛知県,愛西市,city.aisai.lg.jp,True,relax,False,,alt3.ap.email.fireeyecloud.com,False,,False,
232327,愛知県,愛西市,city.aisai.lg.jp,True,relax,False,,alt1.ap.email.fireeyecloud.com,False,,False,
232327,愛知県,愛西市,city.aisai.lg.jp,True,relax,False,,primary.ap.email.fireeyecloud.com,False,,False,
232335,愛知県,清須市,city.kiyosu.aichi.jp,True,relax,False,,,,,,
232343,愛知県,北名古屋市,city.kitanagoya.lg.jp,True,relax,False,,primary.ap.email.fireeyecloud.com,False,,False,
232343,愛知県,北名古屋市,city.kitanagoya.lg.jp,True,relax,False,,alt3.ap.email.fireeyecloud.com,False,,False,
232343,愛知県,北名古屋市,city.kitanagoya.lg.jp,True,relax,False,,alt2.ap.email.fireeyecloud.com,False,,False,
232343,愛知県,北名古屋市,city.kitanagoya.lg.jp,True,relax,False,,alt1.ap.email.fireeyecloud.com,False,,False,
232351,愛知県,弥富市,city.yatomi.lg.jp,True,relax,False,,alt3.ap.email.fireeyecloud.com,False,,False,
232351,愛知県,弥富市,city.yatomi.lg.jp,True,relax,False,,primary.ap.email.fireeyecloud.com,False,,False,
232351,愛知県,弥富市,city.yatomi.lg.jp,True,relax,False,,alt1.ap.email.fireeyecloud.com,False,,False,
232351,愛知県,弥富市,city.yatomi.lg.jp,True,relax,False,,alt2.ap.email.fireeyecloud.com,False,,False,
232360,愛知県,みよし市,city.aichi-miyoshi.lg.jp,True,relax,False,,alt2.ap.email.fireeyecloud.com,False,,False,
232360,愛知県,みよし市,city.aichi-miyoshi.lg.jp,True,relax,False,,alt3.ap.email.fireeyecloud.com,False,,False,
232360,愛知県,みよし市,city.aichi-miyoshi.lg.jp,True,relax,False,,alt1.ap.email.fireeyecloud.com,False,,False,
232360,愛知県,みよし市,city.aichi-miyoshi.lg.jp,True,relax,False,,primary.ap.email.fireeyecloud.com,False,,False,
232378,愛知県,あま市,city.ama.aichi.jp,True,relax,False,,,,,,
232386,愛知県,長久手市,city.nagakute.lg.jp,True,relax,False,,aspmx3.googlemail.com,False,,False,
232386,愛知県,長久手市,city.nagakute.lg.jp,True,relax,False,,alt2.aspmx.l.google.com,False,,False,
232386,愛知県,長久手市,city.nagakute.lg.jp,True,relax,False,,alt1.aspmx.l.google.com,False,,False,
232386,愛知県,長久手市,city.nagakute.lg.jp,True,relax,False,,aspmx.l.google.com,False,,False,
232386,愛知県,長久手市,city.nagakute.lg.jp,True,relax,False,,aspmx2.googlemail.com,False,,False,
233021,愛知県,東郷町,town.aichi-togo.lg.jp,True,relax,False,,alt1.ap.email.fireeyecloud.com,False,,False,
233021,愛知県,東郷町,town.aichi-togo.lg.jp,True,relax,False,,alt3.ap.email.fireeyecloud.com,False,,False,
233021,愛知県,東郷町,town.aichi-togo.lg.jp,True,relax,False,,alt2.ap.email.fireeyecloud.com,False,,False,
233021,愛知県,東郷町,town.aichi-togo.lg.jp,True,relax,False,,primary.ap.email.fireeyecloud.com,False,,False,
233421,愛知県,豊山町,town.toyoyama.lg.jp,True,relax,False,,alt1.ap.email.fireeyecloud.com,False,,False,
233421,愛知県,豊山町,town.toyoyama.lg.jp,True,relax,False,,alt2.ap.email.fireeyecloud.com,False,,False,
233421,愛知県,豊山町,town.toyoyama.lg.jp,True,relax,False,,alt3.ap.email.fireeyecloud.com,False,,False,
233421,愛知県,豊山町,town.toyoyama.lg.jp,True,relax,False,,primary.ap.email.fireeyecloud.com,False,,False,
233617,愛知県,大口町,town.oguchi.lg.jp,True,relax,False,,primary.ap.email.fireeyecloud.com,False,,False,
233617,愛知県,大口町,town.oguchi.lg.jp,True,relax,False,,alt3.ap.email.fireeyecloud.com,False,,False,
233617,愛知県,大口町,town.oguchi.lg.jp,True,relax,False,,alt1.ap.email.fireeyecloud.com,False,,False,
233617,愛知県,大口町,town.oguchi.lg.jp,True,relax,False,,alt2.ap.email.fireeyecloud.com,False,,False,
233625,愛知県,扶桑町,town.fuso.lg.jp,True,relax,False,,primary.ap.email.fireeyecloud.com,False,,False,
233625,愛知県,扶桑町,town.fuso.lg.jp,True,relax,False,,alt2.ap.email.fireeyecloud.com,False,,False,
233625,愛知県,扶桑町,town.fuso.lg.jp,True,relax,False,,alt3.ap.email.fireeyecloud.com,False,,False,
233625,愛知県,扶桑町,town.fuso.lg.jp,True,relax,False,,alt1.ap.email.fireeyecloud.com,False,,False,
234249,愛知県,大治町,town.oharu.aichi.jp,False,,False,,,,,,
234257,愛知県,蟹江町,town.kanie.aichi.jp,False,,False,,,,,,
234273,愛知県,飛島村,vill.tobishima.aichi.jp,True,relax,False,,vill.tobishima.aichi.jp,True,relax,False,
234419,愛知県,阿久比町,town.agui.lg.jp,True,relax,False,,primary.ap.email.fireeyecloud.com,False,,False,
234419,愛知県,阿久比町,town.agui.lg.jp,True,relax,False,,alt2.ap.email.fireeyecloud.com,False,,False,
234419,愛知県,阿久比町,town.agui.lg.jp,True,relax,False,,alt3.ap.email.fireeyecloud.com,False,,False,
234419,愛知県,阿久比町,town.agui.lg.jp,True,relax,False,,alt1.ap.email.fireeyecloud.com,False,,False,
234427,愛知県,東浦町,town.aichi-higashiura.lg.jp,True,relax,False,,alt1.ap.email.fireeyecloud.com,False,,False,
234427,愛知県,東浦町,town.aichi-higashiura.lg.jp,True,relax,False,,primary.ap.email.fireeyecloud.com,False,,False,
234427,愛知県,東浦町,town.aichi-higashiura.lg.jp,True,relax,False,,alt3.ap.email.fireeyecloud.com,False,,False,
234427,愛知県,東浦町,town.aichi-higashiura.lg.jp,True,relax,False,,alt2.ap.email.fireeyecloud.com,False,,False,
234451,愛知県,南知多町,town.minamichita.lg.jp,True,relax,False,,alt2.ap.email.fireeyecloud.com,False,,False,
234451,愛知県,南知多町,town.minamichita.lg.jp,True,relax,False,,alt3.ap.email.fireeyecloud.com,False,,False,
234451,愛知県,南知多町,town.minamichita.lg.jp,True,relax,False,,alt1.ap.email.fireeyecloud.com,False,,False,
234451,愛知県,南知多町,town.minamichita.lg.jp,True,relax,False,,primary.ap.email.fireeyecloud.com,False,,False,
234460,愛知県,美浜町,town.aichi-mihama.lg.jp,True,relax,False,,alt2.ap.email.fireeyecloud.com,False,,False,
234460,愛知県,美浜町,town.aichi-mihama.lg.jp,True,relax,False,,alt3.ap.email.fireeyecloud.com,False,,False,
234460,愛知県,美浜町,town.aichi-mihama.lg.jp,True,relax,False,,primary.ap.email.fireeyecloud.com,False,,False,
234460,愛知県,美浜町,town.aichi-mihama.lg.jp,True,relax,False,,alt1.ap.email.fireeyecloud.com,False,,False,
234478,愛知県,武豊町,town.taketoyo.lg.jp,True,relax,False,,alt2.ap.email.fireeyecloud.com,False,,False,
234478,愛知県,武豊町,town.taketoyo.lg.jp,True,relax,False,,alt3.ap.email.fireeyecloud.com,False,,False,
234478,愛知県,武豊町,town.taketoyo.lg.jp,True,relax,False,,primary.ap.email.fireeyecloud.com,False,,False,
234478,愛知県,武豊町,town.taketoyo.lg.jp,True,relax,False,,alt1.ap.email.fireeyecloud.com,False,,False,
235016,愛知県,幸田町,town.kota.lg.jp,True,newtral,False,,primary.ap.email.fireeyecloud.com,False,,False,
235016,愛知県,幸田町,town.kota.lg.jp,True,newtral,False,,alt3.ap.email.fireeyecloud.com,False,,False,
235016,愛知県,幸田町,town.kota.lg.jp,True,newtral,False,,alt2.ap.email.fireeyecloud.com,False,,False,
235016,愛知県,幸田町,town.kota.lg.jp,True,newtral,False,,alt1.ap.email.fireeyecloud.com,False,,False,
235610,愛知県,設楽町,town.shitara.lg.jp,True,relax,False,,alt3.ap.email.fireeyecloud.com,False,,False,
235610,愛知県,設楽町,town.shitara.lg.jp,True,relax,False,,primary.ap.email.fireeyecloud.com,False,,False,
235610,愛知県,設楽町,town.shitara.lg.jp,True,relax,False,,alt1.ap.email.fireeyecloud.com,False,,False,
235610,愛知県,設楽町,town.shitara.lg.jp,True,relax,False,,alt2.ap.email.fireeyecloud.com,False,,False,
235628,愛知県,東栄町,town.toei.aichi.jp,True,strict,False,,primary.ap.email.fireeyecloud.com,False,,False,
235628,愛知県,東栄町,town.toei.aichi.jp,True,strict,False,,alt3.ap.email.fireeyecloud.com,False,,False,
235628,愛知県,東栄町,town.toei.aichi.jp,True,strict,False,,alt1.ap.email.fireeyecloud.com,False,,False,
235628,愛知県,東栄町,town.toei.aichi.jp,True,strict,False,,alt2.ap.email.fireeyecloud.com,False,,False,
235636,愛知県,豊根村,vill.toyone.aichi.jp,False,,False,,,,,,
242012,三重県,津市,info.city.tsu.mie.jp,False,,False,,msc2ml.mie-sec-cloud.jp,False,,False,
242021,三重県,四日市市,city.yokkaichi.lg.jp,False,,False,,,,,,
242039,三重県,伊勢市,city.ise.mie.jp,True,relax,False,,msc2ml.mie-sec-cloud.jp,False,,False,
242047,三重県,松阪市,city.matsusaka.mie.jp,True,relax,False,,msc2ml.mie-sec-cloud.jp,False,,False,
242055,三重県,桑名市,city.kuwana.lg.jp,True,relax,False,,msc2ml.mie-sec-cloud.jp,False,,False,
242071,三重県,鈴鹿市,city.suzuka.lg.jp,True,relax,False,,msc2ml.mie-sec-cloud.jp,False,,False,
242080,三重県,名張市,city.nabari.lg.jp,False,,False,,msc2ml.mie-sec-cloud.jp,False,,False,
242098,三重県,尾鷲市,city.owase.lg.jp,True,relax,False,,msc2ml.mie-sec-cloud.jp,False,,False,
242101,三重県,亀山市,city.kameyama.mie.jp,True,relax,False,,msc2ml.mie-sec-cloud.jp,False,,False,
242110,三重県,鳥羽市,city.toba.mie.jp,True,relax,False,,msc2ml.mie-sec-cloud.jp,False,,False,
242128,三重県,熊野市,city.kumano.lg.jp,False,,False,,,,,,
242144,三重県,いなべ市,city.inabe.mie.jp,True,relax,False,,msc2ml.mie-sec-cloud.jp,False,,False,
242152,三重県,志摩市,city.shima.mie.jp,True,relax,False,,msc2ml.mie-sec-cloud.jp,False,,False,
242161,三重県,伊賀市,city.iga.lg.jp,True,relax,False,,msc2ml.mie-sec-cloud.jp,False,,False,
243035,三重県,木曽岬町,town.kisosaki.lg.jp,False,,False,,,,,,
243248,三重県,東員町,town.toin.lg.jp,True,relax,False,,mfl.mint.or.jp,False,,False,
243418,三重県,菰野町,town.komono.mie.jp,True,relax,False,,msc2ml.mie-sec-cloud.jp,False,,False,
243434,三重県,朝日町,town.asahi.mie.jp,True,relax,False,,jbm4.public.jip.jp,False,,False,
243434,三重県,朝日町,town.asahi.mie.jp,True,relax,False,,jbm3.public.jip.jp,False,,False,
243442,三重県,川越町,town.kawagoe.mie.jp,True,relax,False,,msc2ml.mie-sec-cloud.jp,False,,False,
244414,三重県,多気町,town.taki.mie.jp,True,relax,False,,msc2ml.mie-sec-cloud.jp,False,,False,
244422,三重県,明和町,town.meiwa.mie.jp,False,,False,,,,,,
244431,三重県,大台町,odaitown.jp,True,relax,False,,mail2.odaitown.jp,False,,False,
244619,三重県,玉城町,kizuna.town.tamaki.mie.jp,False,,False,,,,,,
244708,三重県,度会町,town.watarai.lg.jp,True,relax,False,,msc2ml.mie-sec-cloud.jp,False,,False,
244716,三重県,大紀町,town.taiki.mie.jp,True,relax,False,,,,,,
244724,三重県,南伊勢町,town.minamiise.lg.jp,True,relax,False,,msc2ml.mie-sec-cloud.jp,False,,False,
245437,三重県,紀北町,town.mie-kihoku.lg.jp,True,relax,False,,mfl.mint.or.jp,False,,False,
245615,三重県,御浜町,town.mihama.mie.jp,True,strict,False,,vlmx22.secure.ne.jp,False,,False,
245615,三重県,御浜町,town.mihama.mie.jp,True,strict,False,,vlmx21.secure.ne.jp,False,,False,
245615,三重県,御浜町,town.mihama.mie.jp,True,strict,False,,vlmx20.secure.ne.jp,False,,False,
245623,三重県,紀宝町,town.kiho.lg.jp,True,relax,False,,msc2ml.mie-sec-cloud.jp,False,,False,
252018,滋賀県,大津市,city.otsu.lg.jp,True,strict,False,,shigasc-fml.utility.k-opti.com,False,,False,
252026,滋賀県,彦根市,city.hikone.lg.jp,False,,False,,,,,,
252034,滋賀県,長浜市,city.nagahama.lg.jp,True,relax,False,,shigasc-fml.utility.k-opti.com,False,,False,
252042,滋賀県,近江八幡市,city.omihachiman.lg.jp,True,strict,False,,shigasc-fml.utility.k-opti.com,False,,False,
252069,滋賀県,草津市,city.kusatsu.shiga.jp,False,,False,,,,,,
252077,滋賀県,守山市,city.moriyama.lg.jp,True,relax,False,,shigasc-fml.utility.k-opti.com,False,,False,
252085,滋賀県,栗東市,city.ritto.lg.jp,True,strict,False,,shigasc-fml.utility.k-opti.com,False,,False,
252093,滋賀県,甲賀市,city.koka.lg.jp,True,relax,False,,shigasc-fml.utility.k-opti.com,False,,False,
252107,滋賀県,野洲市,city.yasu.lg.jp,True,relax,False,,shigasc-fml.utility.k-opti.com,False,,False,
252115,滋賀県,湖南市,city.shiga-konan.lg.jp,True,relax,False,,shigasc-fml.utility.k-opti.com,False,,False,
252123,滋賀県,高島市,city.takashima.lg.jp,True,relax,False,,shigasc-fml.utility.k-opti.com,False,,False,
252131,滋賀県,東近江市,city.higashiomi.shiga.jp,True,relax,False,,shigasc-fml.utility.k-opti.com,False,,False,
252140,滋賀県,米原市,city.maibara.lg.jp,True,relax,False,,shigasc-fml.utility.k-opti.com,False,,False,
253839,滋賀県,日野町,town.shiga-hino.lg.jp,True,strict,False,,shigasc-fml.utility.k-opti.com,False,,False,
253847,滋賀県,竜王町,town.ryuoh.shiga.jp,False,,False,,shigasc-fml.utility.k-opti.com,False,,False,
254258,滋賀県,愛荘町,town.aisho.shiga.jp,True,strict,False,,,,,,
254410,滋賀県,豊郷町,town.toyosato.shiga.jp,True,relax,False,,shigasc-fml.utility.k-opti.com,False,,False,
254428,滋賀県,甲良町,kouratown.jp,True,relax,False,,ah17.wadax.ne.jp,True,relax,False,
254436,滋賀県,多賀町,town.taga.lg.jp,True,newtral,False,,shigasc-fml.utility.k-opti.com,False,,False,
261009,京都府,京都市,city.kyoto.lg.jp,True,strict,False,,mx.city.kyoto.lg.jp,False,,False,
262013,京都府,福知山市,city.fukuchiyama.lg.jp,True,strict,False,,smtp2.security.pref.kyoto.jp,False,,False,
262013,京都府,福知山市,city.fukuchiyama.lg.jp,True,strict,False,,smtp1.security.pref.kyoto.jp,False,,False,
